id,runtime,budget,revenue,film_id
647,0h 5 min,,,647
648,1h 19 min,"$12,516,654","$8,109,160",648
649,1h 29 min,"$500,000","$142,666",649
650,1h 11 min,,,650
651,1h 48 min,"$40,000,000","$332,000,000",651
652,1h 59 min,"$25,000,000","$76,270,454",652
653,2h 14 min,"$25,000,000","$354,825,435",653
654,2h 9 min,"$5,000,000","$7,372,769",654
655,2h 5 min,"$70,000,000","$123,200,000",655
656,1h 34 min,"$4,000,000","$20,700,000",656
657,2h 6 min,"$50,000,000","$108,961,677",657
658,1h 55 min,,"$6,170,998",658
659,1h 46 min,"$11,700,000","$22,100,000",659
660,1h 41 min,"$11,800,000","$47,494,916",660
661,2h 3 min,"$55,000,000","$20,000,000",661
662,1h 37 min,"$1,300,000","$5,300,000",662
663,1h 57 min,,,663
664,1h 58 min,"$19,000,000","$83,258,226",664
665,2h 13 min,"$1,448,864","$3,270,000",665
666,1h 47 min,"$20,000,000","$61,300,000",666
667,1h 51 min,"$829,000","$2,247,500",667
668,2h 8 min,"$2,500,000","$3,210,139",668
669,2h 46 min,"$37,315,205",,669
670,1h 46 min,"$12,000,000","$28,126,646",670
671,3h 40 min,"$13,000,000","$122,700,000",671
672,1h 58 min,"$8,500,000","$87,547,518",672
673,3h 8 min,"$44,000,000","$155,760,117",673
674,1h 13 min,"$121,000","$1,500,000",674
675,1h 12 min,,,675
676,2h 5 min,"$2,600,000",,676
677,1h 49 min,"$150,000,000","$1,023,784,195",677
678,1h 44 min,"$129,000,000","$524,580,592",678
679,1h 23 min,,,679
680,2h 26 min,"$250,000,000","$954,305,868",680
681,2h 34 min,"$15,000,000","$146,300,000",681
682,1h 34 min,"$60,000,000",,682
683,2h 50 min,"$14,000,000",,683
684,1h 58 min,,"$1,447,740",684
685,1h 42 min,,,685
686,1h 47 min,,,686
687,2h 7 min,,"$2,900,000",687
688,2h 0 min,"$6,500,000","$37,300,000",688
689,3h 5 min,"$69,000,000","$160,000,000",689
690,1h 51 min,,,690
691,1h 33 min,"$4,000,000","$38,288,028",691
692,1h 43 min,"$2,000,000","$24,500,000",692
693,1h 58 min,"$15,000,000","$414,211,549",693
694,1h 30 min,"$60,000,000","$488,628,188",694
695,2h 18 min,"$25,000,000","$156,800,000",695
696,1h 19 min,,"$1,094,673",696
697,2h 2 min,"$5,500,000","$99,067,206",697
698,2h 6 min,,,698
699,1h 40 min,"$34,000,000","$202,404,009",699
700,1h 38 min,"$1,000,000","$51,525,171",700
701,2h 0 min,"$6,000,000","$138,530,565",701
702,2h 2 min,,,702
703,1h 45 min,"$1,300,000",,703
704,0h 34 min,,"$48,980",704
705,1h 55 min,,,705
706,2h 22 min,"$35,000,000","$117,607,117",706
707,2h 17 min,"$18,000,000","$2,300,000",707
708,1h 54 min,,"$3,511,120",708
709,1h 57 min,,,709
710,1h 25 min,"$2,000,000","$20,552,094",710
711,1h 15 min,,"$6,629,178",711
712,1h 24 min,"$25,000,000","$424,967,620",712
713,2h 2 min,"$12,000,000","$441,306,145",713
714,2h 50 min,"$90,000,000","$440,157,245",714
715,1h 42 min,"$165,000,000","$657,827,828",715
716,3h 29 min,,,716
717,1h 59 min,,"$29,322,339",717
718,2h 0 min,"$15,000,000","$378,400,000",718
719,2h 13 min,"$27,000,000","$115,200,000",719
720,1h 40 min,,"$15,793,051",720
721,1h 58 min,,,721
722,2h 2 min,,,722
723,2h 27 min,"$20,000,000",,723
724,2h 7 min,"$3,200,000","$16,217,773",724
725,1h 48 min,,,725
726,1h 35 min,,"$595,112",726
727,1h 16 min,"$3,500,000",,727
728,2h 29 min,,"$1,095,380",728
729,1h 37 min,,,729
730,1h 36 min,"$9,000,000","$40,194,067",730
731,2h 8 min,,,731
732,2h 54 min,"$8,200,000","$286,214,286",732
733,2h 11 min,"$7,500,000","$33,736,689",733
734,3h 9 min,"$37,000,000","$48,500,000",734
735,1h 32 min,,"$10,054,356",735
736,2h 3 min,"$38,000,000","$90,200,000",736
737,2h 9 min,"$5,000,000","$17,112,713",737
738,2h 13 min,"$13,000,000","$42,513,270",738
739,2h 7 min,"$20,000,000","$60,000,000",739
740,2h 6 min,"$26,000,000","$206,678,440",740
741,1h 32 min,,,741
742,2h 0 min,,"$516,520",742
743,1h 44 min,,,743
744,2h 18 min,,"$33,457,923",744
745,2h 23 min,"$220,000,000","$1,518,815,515",745
746,2h 41 min,"$100,000,000","$876,688,482",746
747,1h 52 min,"$10,000,000","$6,418,028",747
748,1h 32 min,,,748
749,1h 38 min,,,749
750,1h 24 min,"$64,000","$24,517",750
751,2h 1 min,"$17,500,000","$38,000,000",751
752,1h 45 min,"$20,000,000","$86,024,005",752
753,1h 44 min,,,753
754,3h 6 min,,,754
755,1h 46 min,"$15,000,000",,755
756,2h 1 min,"$5,900,000","$52,946,454",756
757,2h 23 min,"$6,600,000","$7,632,420",757
758,2h 0 min,,"$16,700,000",758
759,2h 4 min,"$2,000,000",,759
760,2h 1 min,,"$63,501,160",760
761,1h 40 min,"$65,000,000",,761
762,1h 39 min,,,762
763,1h 33 min,"$130,000",,763
764,2h 15 min,,,764
765,2h 15 min,"$24,000,000","$182,000,000",765
766,2h 33 min,"$13,000,000","$118,920,000",766
767,1h 55 min,"$92,000,000","$631,442,092",767
768,2h 1 min,"$4,940,939",,768
769,2h 8 min,"$200,000,000","$1,336,816,112",769
770,2h 20 min,"$150,000,000","$374,218,673",770
771,1h 28 min,,,771
772,1h 31 min,,"$4,100,000",772
773,2h 8 min,"$2,000,000","$2,000,000",773
774,1h 23 min,,,774
775,2h 10 min,"$11,000,000","$119,400,000",775
776,1h 16 min,"$565,000",,776
777,1h 58 min,"$8,500,000","$50,300,000",777
778,1h 40 min,"$375,000","$1,772,000",778
779,1h 45 min,"$2,791,874",,779
780,2h 35 min,"$1,000,000","$162,088",780
781,2h 0 min,,"$1,314,230",781
782,0h 25 min,"$96,000",,782
783,2h 10 min,"$35,000,000","$107,423",783
784,1h 52 min,,"$5,500,000",784
785,1h 50 min,,,785
786,3h 3 min,,,786
787,1h 55 min,,,787
788,1h 30 min,,,788
789,0h 6 min,,,789
790,1h 48 min,"$3,600,000","$3,000,000",790
791,2h 0 min,"$1,661,530",,791
792,2h 37 min,,,792
793,1h 30 min,,,793
794,1h 23 min,"$80,000,000","$122,563,539",794
795,1h 59 min,"$3,750,000",,795
796,1h 53 min,,,796
797,1h 37 min,,"$599,721",797
798,1h 59 min,"$1,255,000","$43,059,790",798
799,1h 42 min,"$8,000,000","$100,523,181",799
800,0h 12 min,,,800
801,1h 34 min,"$16,000,000","$68,263,166",801
802,1h 40 min,"$5,000,000","$23,500,000",802
803,2h 43 min,,,803
804,2h 33 min,"$250,000,000","$933,959,197",804
805,1h 12 min,,,805
806,1h 27 min,,,806
807,1h 18 min,,,807
808,3h 1 min,"$9,000,000","$83,304,330",808
809,2h 21 min,"$108,000,000","$631,058,917",809
810,1h 49 min,"$13,000,000","$329,398,046",810
811,1h 53 min,"$4,000,000","$13,475,000",811
812,1h 53 min,,,812
813,1h 39 min,"$11,936,735","$61,631,776",813
814,2h 5 min,"$1,400,000","$1,320,005",814
815,1h 44 min,,,815
816,1h 43 min,"$200,000,000","$141,940,042",816
817,0h 14 min,,,817
818,2h 11 min,"$1,430,000","$3,554,178",818
819,1h 39 min,"$16,000,000","$30,900,000",819
820,1h 53 min,"$22,000,000","$115,171,795",820
821,1h 53 min,"$22,000,000","$115,171,795",821
822,1h 35 min,,"$19,054",822
823,1h 44 min,,,823
824,2h 18 min,"$150,000,000","$938,212,738",824
825,1h 28 min,,,825
826,2h 9 min,"$29,000,000","$309,200,000",826
827,1h 59 min,,,827
828,1h 43 min,,,828
829,2h 7 min,,,829
830,2h 18 min,"$3,500,000","$5,750,000",830
831,1h 26 min,,,831
832,2h 6 min,,,832
833,2h 14 min,"$2,000,000","$7,600,000",833
834,1h 42 min,"$145,000,000","$621,537,519",834
835,1h 9 min,,,835
836,2h 15 min,"$50,000,000","$97,300,000",836
837,2h 18 min,,,837
838,1h 58 min,,,838
839,1h 19 min,,,839
840,1h 35 min,"$200,000",,840
841,2h 8 min,"$15,000,000","$34,604,000",841
842,1h 25 min,"$730,000","$8,000,000",842
843,2h 27 min,,"$9,494,985",843
844,1h 34 min,"$4,000,000","$22,490,039",844
845,2h 57 min,"$185,000,000","$771,000,000",845
846,1h 58 min,"$11,000,000","$10,000,000",846
847,2h 18 min,"$8,500,000","$70,600,000",847
848,2h 31 min,,,848
849,2h 26 min,"$85,000,000","$162,242,962",849
850,2h 23 min,"$15,000,000","$9,900,000",850
851,2h 11 min,"$35,000,000","$75,400,000",851
852,1h 45 min,,,852
853,1h 41 min,"$1,200,000","$7,000,000",853
854,1h 36 min,"$2,000,000","$39,195,565",854
855,1h 48 min,"$750,000","$233,493",855
856,2h 0 min,,,856
857,1h 55 min,"$2,500,000","$9,500,000",857
858,1h 57 min,"$420,000",,858
859,1h 17 min,,,859
860,2h 23 min,"$90,000,000","$429,632,142",860
861,2h 4 min,"$7,000,000","$470,653,000",861
862,2h 0 min,,,862
863,1h 30 min,"$6,000,000","$6,909,209",863
864,1h 41 min,"$2,500,000","$23,900,000",864
865,1h 58 min,"$500,000","$33,473,297",865
866,1h 48 min,"$6,400,000","$78,371,200",866
867,2h 16 min,"$170,000,000","$714,766,572",867
868,1h 15 min,,,868
869,1h 57 min,"$1,750,000",,869
870,1h 48 min,"$25,000,000","$34,698,685",870
871,2h 19 min,"$4,500,000","$40,000,000",871
872,2h 9 min,"$30,000,000","$102,600,000",872
873,1h 38 min,,,873
874,1h 33 min,,,874
875,2h 24 min,"$50,000,000","$39,400,000",875
876,1h 43 min,,,876
877,1h 31 min,,,877
878,1h 12 min,,,878
879,2h 14 min,,"$97,225,691",879
880,1h 50 min,,,880
881,1h 34 min,"$23,000,000","$149,660,003",881
882,1h 25 min,"$320,000",,882
883,2h 15 min,"$15,000,000","$1,140,769",883
884,1h 59 min,"$1,300,000","$29,133,000",884
885,0h 4 min,,,885
886,1h 35 min,"$28,000,000","$504,050,219",886
887,1h 48 min,,,887
888,1h 39 min,,,888
889,1h 54 min,"$1,300,000","$3,483,000",889
890,1h 52 min,"$5,800,000","$32,589,624",890
891,1h 41 min,,"$7,834,405",891
892,2h 48 min,"$9,500,000",,892
893,2h 6 min,,,893
894,1h 40 min,,,894
895,2h 3 min,"$30,000,000","$131,016,624",895
896,1h 44 min,"$4,750,000","$813,253",896
897,1h 55 min,,,897
898,1h 40 min,,,898
899,1h 38 min,,"$1,681,521",899
900,2h 6 min,"$140,000,000","$585,174,222",900
901,2h 12 min,,,901
902,1h 33 min,"$100,000,000","$1,362,000,000",902
903,2h 22 min,,,903
904,1h 41 min,"$8,272,296","$67,956,089",904
905,1h 30 min,,"$679,244",905
906,2h 0 min,,,906
907,1h 56 min,"$1,300,000","$9,943,901",907
908,2h 0 min,,"$19,978,961",908
909,2h 7 min,"$25,000,000","$18,300,000",909
910,2h 36 min,"$15,000,000","$43,101,594",910
911,1h 36 min,"$900,000","$2,250,000",911
912,1h 48 min,"$3,000,000","$17,570,324",912
913,1h 46 min,"$3,000,000","$104,945,305",913
914,2h 10 min,,,914
915,2h 37 min,"$7,362,000",,915
916,1h 37 min,"$17,000,000","$10,000,000",916
917,1h 57 min,"$5,150,000","$21,700,000",917
918,1h 42 min,"$200,000,000","$496,000,000",918
919,1h 53 min,"$30,000,000","$136,700,000",919
920,1h 40 min,"$22,000,000","$205,000,000",920
921,2h 9 min,"$81,000,000","$414,351,546",921
922,1h 27 min,"$200,000",,922
923,1h 49 min,"$2,000,000","$27,379,978",923
924,1h 53 min,"$7,275,000","$11,260,366",924
925,1h 58 min,"$1,120,175",,925
926,1h 42 min,"$60,000,000","$76,249,438",926
927,1h 41 min,"$1,250,000","$11,000,000",927
928,1h 29 min,,,928
929,1h 45 min,"$3,000,000","$2,148,548",929
930,1h 58 min,"$40,000,000","$103,966,489",930
931,2h 7 min,,"$3,825,668",931
932,2h 18 min,,"$3,191,971",932
933,2h 34 min,"$2,000,000","$20,908,467",933
934,2h 31 min,"$40,000,000","$45,629,909",934
935,1h 56 min,"$14,000,000","$49,200,000",935
936,1h 36 min,"$52,406","$27,590,180",936
937,1h 47 min,,,937
938,1h 36 min,,"$4,532,791",938
939,2h 8 min,"$34,000,000","$63,013,281",939
940,1h 30 min,,"$4,843,719",940
941,1h 54 min,"$178,000,000","$370,541,256",941
942,1h 36 min,,"$5,102,705",942
943,1h 48 min,"$58,000,000","$782,837,347",943
944,2h 18 min,,,944
945,1h 35 min,,,945
946,0h 25 min,"$3,000,000","$21,000,000",946
947,2h 43 min,"$23,800,000","$44,000,000",947
948,1h 49 min,"$4,600,000","$1,007,747",948
949,2h 6 min,,"$5,100,000",949
950,1h 15 min,,"$45,100",950
951,1h 45 min,,"$40,856,547",951
952,1h 44 min,"$4,500,000","$255,407,969",952
953,1h 10 min,,,953
954,2h 20 min,,,954
955,1h 36 min,"$531,374","$1,103,757",955
956,1h 5 min,,,956
957,2h 17 min,"$200,000,000","$863,756,051",957
958,3h 12 min,"$460,000,000","$2,320,250,281",958
959,1h 54 min,,"$3,438,735",959
960,1h 53 min,,,960
961,1h 20 min,,,961
962,2h 0 min,"$6,000,000","$8,636,706",962
963,2h 5 min,"$1,800,000","$8,000,000",963
964,1h 43 min,,"$13,994,920",964
965,1h 28 min,"$1,020,000","$2,000,000",965
966,2h 1 min,"$150,000,000","$378,858,340",966
967,1h 36 min,,,967
968,1h 43 min,,"$151,086",968
969,1h 34 min,"$53,000,000","$139,804,348",969
970,1h 40 min,,,970
971,1h 49 min,"$76,000,000","$70,595,464",971
972,1h 50 min,,"$2,350,174",972
973,1h 57 min,"$19,000,000",,973
974,1h 44 min,"$17,000,000","$210,000,000",974
975,1h 52 min,"$6,500,000","$57,504,069",975
976,1h 51 min,"$6,000,000","$102,308,889",976
977,1h 56 min,,"$30,692,889",977
978,1h 48 min,"$64,000,000","$97,571,250",978
979,2h 9 min,"$1,000,000","$35,690,739",979
980,2h 3 min,"$55,000,000","$168,167,691",980
981,1h 37 min,,,981
982,1h 37 min,"$3,400,000","$2,500,000",982
983,2h 9 min,"$1,000,000","$35,690,739",983
984,1h 45 min,,"$7,700,259",984
985,2h 10 min,,"$30,177,511",985
986,1h 41 min,"$14,600,000","$71,100,000",986
987,1h 36 min,,,987
988,1h 45 min,,"$40,856,547",988
989,1h 56 min,"$47,000,000","$203,388,186",989
990,3h 29 min,"$159,000,000","$968,853",990
991,1h 40 min,"$260,000,000","$592,461,732",991
992,2h 46 min,,"$3,500,000",992
993,1h 37 min,"$200,000,000","$1,682,636,477",993
994,1h 43 min,,,994
995,0h 7 min,"$284,058",,995
996,2h 30 min,"$4,500,000","$6,566,916",996
997,2h 20 min,"$2,600,000","$2,438,304",997
998,1h 31 min,"$1,200,000",,998
999,2h 17 min,"$6,000,000","$9,077,700",999
1000,2h 10 min,"$25,000,000","$56,500,000",1000
1001,2h 10 min,"$25,000,000","$56,500,000",1001
1002,1h 25 min,,,1002
1003,2h 21 min,"$55,000,000","$113,400,000",1003
1004,1h 51 min,"$1,453,000","$5,638,000",1004
1005,2h 27 min,"$44,000,000","$165,600,000",1005
1006,2h 9 min,"$29,000,000","$168,841,459",1006
1007,1h 42 min,"$135,000,000","$261,289,554",1007
1008,3h 8 min,"$40,000,000","$205,405,498",1008
1009,1h 43 min,"$16,000,000","$161,440,742",1009
1010,1h 44 min,"$3,500,000","$16,367,326",1010
1011,1h 38 min,"$7,000,000","$20,121,073",1011
1012,1h 54 min,"$200,000,000","$470,116,094",1012
1013,2h 20 min,"$175,000,000","$607,274,134",1013
1014,1h 53 min,,,1014
1015,2h 13 min,"$14,000,000","$307,166,834",1015
1016,3h 21 min,"$5,400,000","$32,855,818",1016
1017,1h 32 min,"$90,000,000","$497,375,381",1017
1018,1h 31 min,,"$263,404",1018
1019,1h 48 min,"$5,000,000","$22,500,000",1019
1020,2h 25 min,"$6,244,087","$638,641",1020
1021,1h 50 min,"$5,000,000","$109,280,263",1021
1022,1h 44 min,"$2,500,000","$54,606,372",1022
1023,1h 37 min,"$16,000,000","$53,478,166",1023
1024,1h 37 min,,,1024
1025,2h 10 min,,"$1,015,339",1025
1026,1h 59 min,"$30,000,000","$3,749,727",1026
1027,1h 46 min,"$1,000,000","$481,234",1027
1028,2h 35 min,"$13,000,000","$17,874,044",1028
1029,1h 54 min,"$250,000","$10,682,000",1029
1030,2h 34 min,"$140,000,000","$456,800,000",1030
1031,1h 59 min,,"$8,852,989",1031
1032,2h 11 min,"$180,000,000","$855,301,806",1032
1033,1h 47 min,,,1033
1034,2h 0 min,,,1034
1035,1h 36 min,,"$39,388",1035
1036,2h 46 min,"$150,000,000","$335,800,000",1036
1037,1h 46 min,,,1037
1038,2h 10 min,"$16,000,000","$45,361,000",1038
1039,2h 34 min,"$7,700,000","$160,000,000",1039
1040,1h 53 min,"$750,000","$96,262",1040
1041,2h 29 min,"$5,400,000","$45,300,000",1041
1042,1h 34 min,,,1042
1043,2h 37 min,"$100,000,000","$266,500,000",1043
1044,1h 22 min,,,1044
1045,2h 16 min,"$30,000,000","$76,669,554",1045
1046,1h 42 min,"$2,777,000","$33,754,967",1046
1047,1h 42 min,"$100,000,000","$171,616,764",1047
1048,2h 58 min,"$10,000,000","$50,100,000",1048
1049,1h 52 min,,"$64,803,131",1049
1050,3h 16 min,,"$4,018,705",1050
1051,1h 40 min,"$15,000,000","$78,100,000",1051
1052,2h 42 min,"$237,000,000","$2,923,706,026",1052
1053,2h 4 min,"$15,000,000","$115,857,413",1053
1054,1h 56 min,,,1054
1055,1h 17 min,"$40,000,000","$118,133,252",1055
1056,2h 19 min,"$40,000,000","$120,654,337",1056
1057,1h 56 min,,"$7,364,054",1057
1058,1h 59 min,"$15,000,000","$64,200,000",1058
1059,1h 58 min,,,1059
1060,1h 43 min,"$6,000,000","$70,100,000",1060
1061,1h 58 min,,,1061
1062,1h 43 min,"$6,000,000","$70,100,000",1062
1063,2h 6 min,"$2,800,000",,1063
1064,1h 42 min,"$1,000,000","$75,462,037",1064
1065,2h 7 min,,"$346,485",1065
1066,1h 47 min,,"$45,203,103",1066
1067,2h 19 min,,"$349,899",1067
1068,2h 25 min,"$3,684,600","$10,782,155",1068
1069,0h 48 min,,,1069
1070,1h 43 min,"$1,202,000","$2,948,500",1070
1071,1h 53 min,"$13,000,000","$96,800,000",1071
1072,0h 46 min,,,1072
1073,2h 41 min,"$250,000,000","$958,400,000",1073
1074,1h 34 min,,,1074
1075,1h 45 min,"$8,000,000","$106,260,000",1075
1076,2h 12 min,"$22,000,000","$92,542,418",1076
1077,2h 19 min,"$4,650,000","$103,100,000",1077
1078,2h 31 min,"$6,700,000","$35,634,133",1078
1079,1h 48 min,"$15,000,000","$36,869,414",1079
1080,1h 26 min,"$1,600,000","$6,300,000",1080
1081,1h 35 min,"$575,375","$684,200",1081
1082,1h 33 min,"$1,000,000","$2,500,000",1082
1083,1h 46 min,,,1083
1084,1h 47 min,"$150,000,000","$690,860,472",1084
1085,1h 52 min,"$14,000,020","$19,777,647",1085
1086,2h 5 min,"$12,806,000","$43,731,621",1086
1087,2h 14 min,"$15,000,000","$3,836,866",1087
1088,1h 36 min,"$125,000","$5,000,000",1088
1089,2h 44 min,"$150,000,000","$259,239,658",1089
1090,2h 9 min,"$50,000,000","$109,423,648",1090
1091,1h 55 min,"$20,000,000","$25,346,148",1091
1092,0h 8 min,,,1092
1093,1h 37 min,"$5,000,000","$9,760,104",1093
1094,2h 7 min,"$40,000,000","$48,350,205",1094
1095,2h 10 min,,,1095
1096,1h 55 min,,,1096
1097,1h 39 min,,"$3,914,227",1097
1098,2h 3 min,,"$7,294,403",1098
1099,1h 31 min,"$325,000","$70,260,597",1099
1100,1h 54 min,,,1100
1101,1h 18 min,"$100,000,000","$169,327,687",1101
1102,2h 5 min,,,1102
1103,3h 11 min,"$22,000,000","$77,737,889",1103
1104,1h 59 min,"$25,000,000","$7,700,000",1104
1105,1h 22 min,"$580,000",,1105
1106,2h 4 min,"$20,000,000","$4,383,538",1106
1107,2h 1 min,"$12,000,000","$80,600,000",1107
1108,1h 41 min,,,1108
1109,1h 46 min,"$36,000,000","$12,532,777",1109
1110,0h 30 min,,,1110
1111,1h 37 min,"$20,000,000",,1111
1112,2h 8 min,"$52,500,000","$179,213,434",1112
1113,2h 6 min,"$24,000,000","$144,353,965",1113
1114,2h 24 min,"$150,000,000","$599,045,960",1114
1115,2h 22 min,"$4,500,000","$13,417,292",1115
1116,1h 48 min,"$4,000,000","$56,666,667",1116
1117,1h 40 min,,,1117
1118,1h 35 min,"$140,000,000","$109,578,115",1118
1119,1h 40 min,"$80,000,000","$250,162,278",1119
1120,1h 55 min,"$22,400,000","$12,652,790",1120
1121,1h 40 min,"$109,000,000","$111,200,000",1121
1122,1h 24 min,"$3,500,000","$10,900,000",1122
1123,1h 33 min,,,1123
1124,2h 1 min,"$4,800,000","$79,384,880",1124
1125,1h 55 min,,,1125
1126,2h 6 min,"$90,000,000","$263,920,180",1126
1127,1h 52 min,,,1127
1128,1h 55 min,,,1128
1129,1h 37 min,,,1129
1130,2h 0 min,,"$14,682,943",1130
1131,2h 18 min,"$9,000,000","$79,000,000",1131
1132,2h 44 min,"$291,000,000","$567,535,383",1132
1133,1h 50 min,"$20,000,000","$294,803,785",1133
1134,1h 20 min,,"$40,945",1134
1135,2h 24 min,"$88,000,000","$108,539,911",1135
1136,2h 12 min,"$150,000,000","$432,243,292",1136
1137,2h 39 min,"$25,130,430","$90,747,520",1137
1138,2h 14 min,"$55,000,000","$218,791,811",1138
1139,2h 12 min,"$15,900,000","$40,130,232",1139
1140,1h 55 min,,,1140
1141,2h 39 min,"$25,130,430","$90,747,520",1141
1142,2h 23 min,"$100,000,000","$171,700,000",1142
1143,3h 17 min,"$12,000,000","$60,000,000",1143
1144,2h 7 min,"$20,000,000","$13,601,384",1144
1145,1h 35 min,"$50,000,000","$97,437,106",1145
1146,2h 3 min,"$25,000,000","$16,900,000",1146
1147,1h 53 min,"$7,000,000","$10,800,000",1147
1148,1h 55 min,,"$23,803,308",1148
1149,1h 49 min,,,1149
1150,0h 48 min,,,1150
1151,1h 37 min,,,1151
1152,1h 39 min,"$6,000,000","$39,396,175",1152
1153,1h 58 min,"$12,500,000","$12,600,000",1153
1154,2h 29 min,"$170,000,000","$172,775,791",1154
1155,1h 53 min,"$13,000,000","$320,415,166",1155
1156,1h 45 min,,,1156
1157,1h 54 min,"$852,510","$1,185,783",1157
1158,2h 18 min,"$40,000,000","$243,240,178",1158
1159,2h 16 min,"$13,938,145","$30,169,000",1159
1160,2h 15 min,"$68,000,000","$211,817,906",1160
1161,2h 7 min,"$35,000,000","$124,909,762",1161
1162,1h 16 min,,,1162
1163,1h 45 min,,,1163
1164,1h 24 min,,,1164
1165,0h 7 min,,,1165
1166,1h 36 min,,,1166
1167,1h 52 min,,,1167
1168,1h 43 min,,"$5,080,147",1168
1169,1h 36 min,"$3,000,000","$282,548",1169
1170,1h 43 min,"$645,180","$14,743,391",1170
1171,1h 47 min,"$15,000,000","$98,267,558",1171
1172,2h 13 min,"$5,800,000","$6,800,000",1172
1173,3h 20 min,"$11,000,000","$111,858,363",1173
1174,1h 34 min,,,1174
1175,2h 18 min,"$3,900,000","$10,238,603",1175
1176,2h 10 min,"$3,000,000","$29,800,000",1176
1177,3h 22 min,"$34,000,000","$48,169,908",1177
1178,2h 37 min,"$135,000,000","$532,950,503",1178
1179,1h 55 min,"$4,000,000","$10,785,801",1179
1180,2h 6 min,"$4,500,000",,1180
1181,2h 6 min,"$4,500,000",,1181
1182,1h 42 min,"$1,073,000",,1182
1183,2h 12 min,"$250,000,000","$747,862,775",1183
1184,1h 50 min,,,1184
1185,1h 42 min,"$23,000,000","$93,722,164",1185
1186,1h 34 min,"$17,000,000","$151,119,219",1186
1187,1h 51 min,"$100,000","$10,307,987",1187
1188,2h 24 min,,,1188
1189,1h 46 min,,,1189
1190,2h 18 min,"$200,000,000","$14,400,000",1190
1191,1h 42 min,"$7,202,188","$8,194,857",1191
1192,1h 49 min,"$6,000,000","$44,734,660",1192
1193,1h 36 min,"$4,000,000","$14,871,307",1193
1194,1h 59 min,,"$37,795,598",1194
1195,2h 2 min,,"$19,775,853",1195
1196,2h 32 min,"$13,000,000","$109,421,911",1196
1197,2h 15 min,"$1,200,000","$34,100,000",1197
1198,2h 35 min,"$7,700,000","$21,000,000",1198
1199,1h 33 min,,"$81,455",1199
1200,2h 8 min,"$3,500,000","$2,015,810",1200
1201,1h 30 min,,,1201
1202,1h 40 min,"$424,000",,1202
1203,1h 31 min,"$22,000,000","$61,037,844",1203
1204,1h 25 min,"$80,000,000","$273,144,151",1204
1205,2h 37 min,"$65,000,000","$84,785,914",1205
1206,1h 44 min,"$70,000,000","$329,800,000",1206
1207,1h 54 min,"$1,600,000","$4,794,457",1207
1208,2h 4 min,,,1208
1209,2h 4 min,"$4,920,975","$20,121,318",1209
1210,1h 52 min,,"$4,187,299",1210
1211,1h 25 min,"$3,000,000","$20,173,742",1211
1212,1h 56 min,"$20,000,000","$18,900,000",1212
1213,1h 41 min,"$5,000,000","$8,203,235",1213
1214,1h 45 min,"$10,000,000","$4,596,705",1214
