id,director,top_billed,budget_usd,revenue_usd
219,Akira Kurosawa,"Toshirō Mifune, Machiko Kyō, Takashi Shimura, Masayuki Mori, Minoru Chiaki",250000,117668
220,Christopher Nolan,"Cillian Murphy, Emily Blunt, Matt Damon, Robert Downey Jr., Florence Pugh",100000000,952000000
221,Paul Thomas Anderson,"Daniel Day-Lewis, Paul Dano, Kevin J. O'Connor, Ciarán Hinds, Dillon Freasier",25000000,77208711
222,Jang Hoon,"Song Kang-ho, Thomas Kretschmann, Yoo Hai-jin, Ryu Jun-yeol, Park Hyeok-kwon",12820005,81927980
223,Russell Mulcahy,"Ryan Kelley, Sigourney Weaver, Henry Czerny, Dan Butler, Austin Nichols",,
224,Jim Donovan,"Katie Douglas, David James Elliott, Rossif Sutherland, Amanda Arcuri, Chris Owens",,
225,Joe Wright,"Keira Knightley, Matthew Macfadyen, Brenda Blethyn, Donald Sutherland, Tom Hollander",28000000,121600000
226,Stanley Kubrick,"Keir Dullea, Gary Lockwood, William Sylvester, Douglas Rain, Daniel Richter",12000000,71923560
227,Natalie Nourigat,N/A,,
228,Garth Davis,"Dev Patel, Rooney Mara, David Wenham, Nicole Kidman, Abhishek Bharate",12000000,140312928
229,Buster Keaton,"Buster Keaton, Kathryn McGuire, Joe Keaton, Erwin Connelly, Ward Crane",,
230,Pablo Berger,"Ivan Labanda, Tito Trifol, Rafa Calvo, José García Tos, José Luis Mediavilla",5300000,4656348
231,Gianluca Leuzzi,"Sofia Scalia, Luigi Calagna, Antonella Carone, Michele Savoia, Giustina Buonomo",75000,9500000
232,Hayao Miyazaki,"Noriko Hidaka, Chika Sakamoto, Hitoshi Takagi, Shigesato Itoi, Sumi Shimamoto",3700000,41000000
233,Martin McDonagh,"Frances McDormand, Woody Harrelson, Sam Rockwell, Lucas Hedges, Abbie Cornish",15000000,162729321
234,Can Ulkay,"İsmail Hacıoğlu, Kim Seol, Çetin Tekindor, Ali Atay, Murat Yildirim",4200000,21107423
235,Akira Kurosawa,"Tatsuya Nakadai, Akira Terao, Jinpachi Nezu, Daisuke Ryū, Mieko Harada",11500005,11859533
236,Gail Mancuso,"Marg Helgenberger, Betty Gilpin, Henry Lau, Kathryn Prescott, Dennis Quaid",16000000,78871079
237,John Carpenter,"Kurt Russell, Keith David, Wilford Brimley, T.K. Carter, David Clennon",15000000,19629760
238,Ettore Scola,"Sophia Loren, Marcello Mastroianni, John Vernon, Françoise Berd, Patrizia Basso",,
239,Bong Joon-ho,"Song Kang-ho, Kim Sang-kyung, Kim Roi-ha, Song Jae-ho, Byun Hee-bong",2800000,26000000
240,Theodore Melfi,"Taraji P. Henson, Octavia Spencer, Janelle Monáe, Kevin Costner, Kirsten Dunst",25000000,236000000
241,Theodore Melfi,"Taraji P. Henson, Octavia Spencer, Janelle Monáe, Kevin Costner, Kirsten Dunst",25000000,236000000
242,Stanley Kramer,"Spencer Tracy, Richard Widmark, Maximilian Schell, Burt Lancaster, Marlene Dietrich",3000000,10000000
243,Wes Anderson,"Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody, Willem Dafoe",30000000,174600318
244,José Padilha,"Wagner Moura, André Ramiro, Caio Junqueira, Milhem Cortaz, Fernanda Machado",4000000,14759148
245,Luis Buñuel,"Estela Inda, Miguel Inclán, Alfonso Mejía, Roberto Cobo, Alma Delia Fuentes",,
246,Bo Burnham,Bo Burnham,,
247,Can Ulkay,"Çağatay Ulusoy, Emir Ali Doğrul, Ersin Arıcı, Turgay Tanülkü, Selen Öztürk",,
248,Karan Johar,"Shah Rukh Khan, Kajol, Arjan Aujla, Jimmy Shergill, Sonya Jehan",12000000,42345360
249,Luchino Visconti,"Alain Delon, Renato Salvatori, Annie Girardot, Katina Paxinou, Alessandra Panaro",,
250,Anna Muylaert,"Regina Casé, Camila Márdila, Karine Teles, Lourenço Mutarelli, Michel Joelsas",,
251,François Truffaut,"Jean-Pierre Léaud, Claire Maurier, Albert Rémy, Georges Flamant, Patrick Auffay",,
252,Zhang Yimou,"Ge You, Gong Li, Niu Ben, Guo Tao, Jiang Wu",,
253,Alessio Cremonini,"Alessandro Borghi, Max Tortora, Jasmine Trinca, Milvia Marigliano, Elisa Casavecchia",,
254,David Lynch,"Anthony Hopkins, John Hurt, Anne Bancroft, John Gielgud, Wendy Hiller",5000000,26000000
255,Martin Scorsese,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey, Kyle Chandler",100000000,392000000
256,Florian Henckel,"Martina Gedeck, Ulrich Mühe, Sebastian Koch, Ulrich Tukur, Thomas Thieme",2000000,70000000
257,Miloš Forman,"F. Murray Abraham, Tom Hulce, Elizabeth Berridge, Simon Callow, Roy Dotrice",18000000,90000000
258,Marc Webb,"Chris Evans, Mckenna Grace, Lindsay Duncan, Jenny Slate, Octavia Spencer",7000000,40300000
259,J. A. Bayona,"Enzo Vogrincic, Agustín Pardella, Matías Recalt, Esteban Bigliardi, Diego Vegezzi",,
260,Henri-Georges Clouzot,"Yves Montand, Charles Vanel, Peter van Eyck, Folco Lulli, Véra Clouzot",,
261,George Roy Hill,"Paul Newman, Robert Redford, Robert Shaw, Charles Durning, Ray Walston",5500000,159616327
262,Noé Santillán-López,"Paulina Goto, Jesús Zavala, Vadhir Derbez, Natalia Téllez, Ela Velden",,
263,Lenny Abrahamson,"Brie Larson, Jacob Tremblay, Joan Allen, Sean Bridgers, Tom McCamus",13000000,35401758
264,Spike Brandt,"Frank Welker, Mindy Cohn, Matthew Lillard, Grey DeLisle, Gene Simmons",,
265,Rob Reiner,"Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards, John Mahoney",14000000,4324817
266,Darren Aronofsky,"Ellen Burstyn, Jared Leto, Jennifer Connelly, Marlon Wayans, Christopher McDonald",4500000,7390108
267,Olivier Dahan,"Elsa Zylberstein, Rebecca Marder, Élodie Bouchez, Judith Chemla, Olivier Gourmet",,
268,Taika Waititi,"Roman Griffin Davis, Thomasin McKenzie, Scarlett Johansson, Taika Waititi, Sam Rockwell",14000000,82468705
269,Alfonso Cuarón,"Daniel Radcliffe, Rupert Grint, Emma Watson, Robbie Coltrane, Michael Gambon",130000000,789804554
270,Alfred Hitchcock,"Ray Milland, Grace Kelly, Robert Cummings, John Williams, Anthony Dawson",1400000,3000000
271,Raúl Martínez,"Vadhir Derbez, Bárbara López, Arturo Barba, Emiliano Zurita, Ignacia Allamand",,
272,Sergio Leone,"Clint Eastwood, Lee Van Cleef, Gian Maria Volonté, Luigi Pistilli, Klaus Kinski",600000,15000000
273,Ashley Avis,"Kate Winslet, Mackenzie Foy, Iain Glen, Calam Lynch, Claire Forlani",,
274,Bo Burnham,"Bo Burnham, Lorene Scafaria",,
275,Camillo Mastrocinque,"Totò, Peppino De Filippo, Dorian Gray, Teddy Reno, Vittoria Crispo",,
276,Sam Mendes,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari",15000000,356296601
277,Diego Freitas,"Henry Zaga, Giulia Be, João Miguel, Othon Bastos, Leo Bahia",,
278,Jeanne Herry,"Birane Ba, Leïla Bekhti, Anne Benoît, Dali Benssalah, Élodie Bouchez",,
279,Craig Gillespie,"Emma Stone, Emma Thompson, Joel Fry, Paul Walter Hauser, John McCrea",200000000,233503234
280,Roberto Rossellini,"Aldo Fabrizi, Marcello Pagliero, Harry Feist, Anna Magnani, Maria Michi",20000,1000000
281,Quentin Tarantino,"Uma Thurman, Lucy Liu, Vivica A. Fox, Michael Madsen, Daryl Hannah",55000000,
282,Orson Welles,"Orson Welles, Joseph Cotten, Dorothy Comingore, Ray Collins, George Coulouris",839727,23218000
283,Greg Berlanti,"Nick Robinson, Jennifer Garner, Josh Duhamel, Katherine Langford, Alexandra Shipp",17000000,66316289
284,James Mangold,"Matt Damon, Christian Bale, Jon Bernthal, Caitríona Balfe, Josh Lucas",97600000,225508210
285,Lasse Hallström,"Richard Gere, Joan Allen, Sarah Roemer, Cary-Hiroyuki Tagawa, Erick Avari",16000000,46800000
286,Carl Theodor Dreyer,"Maria Falconetti, Eugène Silvain, André Berley, Maurice Schutz, Antonin Artaud",,18121
287,Stanley Kubrick,"Ryan O'Neal, Marisa Berenson, Patrick Magee, Hardy Krüger, Steven Berkoff",11000000,260131
288,Martin Scorsese,"Robert De Niro, Sharon Stone, Joe Pesci, James Woods, Don Rickles",50000000,116112375
289,Alejandro Monteverde,"Jim Caviezel, Mira Sorvino, Bill Camp, Gerardo Taracena, Kurt Fuller",14500000,250600000
290,Ingmar Bergman,"Ingrid Bergman, Liv Ullmann, Lena Nyman, Halvar Björk, Marianne Aminoff",,
291,Tomm Moore,"David Rawle, Lucy O'Connell, Brendan Gleeson, Fionnula Flanagan, Pat Shortt",,857522
292,Michael Cimino,"Robert De Niro, Christopher Walken, John Cazale, John Savage, Meryl Streep",15000000,49000000
293,David Lean,"Peter O'Toole, Alec Guinness, Anthony Quinn, Jack Hawkins, Omar Sharif",15000000,69995385
294,Robert Mulligan,"Mary Badham, Gregory Peck, Phillip Alford, John Megna, Frank Overton",2000000,13129846
295,Kang Je-kyu,"Jang Dong-gun, Won Bin, Lee Eun-ju, Gong Hyung-jin, Lee Young-lan",1500000,
296,Morten Tyldum,"Benedict Cumberbatch, Keira Knightley, Matthew Goode, Rory Kinnear, Allen Leech",14000000,233600000
297,Juan José Campanella,"Ricardo Darín, Soledad Villamil, Pablo Rago, Javier Godino, Guillermo Francella",2000000,33965843
298,Rajkumar Hirani,"Aamir Khan, R. Madhavan, Sharman Joshi, Kareena Kapoor Khan, Boman Irani",9000000,70000000
299,Makoto Shinkai,"Kotaro Daigo, Nana Mori, Tsubasa Honda, Sakura Kiryu, Sei Hiraizumi",,186965409
300,DK Welchman,"Douglas Booth, Robert Gulaczyk, Eleanor Tomlinson, Helen McCrory, Saoirse Ronan",5500000,42187665
301,Andrei Tarkovsky,"Anatoliy Solonitsyn, Ivan Lapikov, Nikolay Grinko, Nikolai Sergeyev, Irma Raush",,24173
302,John Kahrs,"John Kahrs, Kari Wahlgren, Jeff Turley, Jack Goldenberg",,
303,Beth David,"Nick Ainsworth, Kelly Donohue",,
304,Clint Eastwood,"Clint Eastwood, Christopher Carley, Bee Vang, Ahney Her, Brian Haley",33000000,270000000
305,Sam Mendes,"George MacKay, Dean-Charles Chapman, Mark Strong, Andrew Scott, Richard Madden",100000000,394638258
306,Daniel Rezende,"Vladimir Brichta, Leandra Leal, Tainá Müller, Ana Lúcia Torre, Augusto Madeira",,
307,Yasujirō Ozu,"Chishū Ryū, Setsuko Hara, Yumeji Tsukioka, Haruko Sugimura, Hōhi Aoki",,
308,Charlie Chaplin,"Charlie Chaplin, Mack Swain, Tom Murray, Henry Bergman, Malcolm Waite",923000,4000000
309,Aamir Khan,"Darsheel Safary, Tisca Chopra, Vipin Sharma, Aamir Khan, Tanay Chheda",2600000,28430000
310,Sion Sono,"Takahiro Nishijima, Hikari Mitsushima, Sakura Ando, Makiko Watanabe, Atsuro Watabe",,
311,Wong Kar-wai,"Takeshi Kaneshiro, Brigitte Lin, Tony Leung Chiu-wai, Faye Wong, Valerie Chow",160000,
312,Hirokazu Kore-eda,"Sakura Ando, Eita Nagayama, Soya Kurokawa, Hinata Hiiragi, Yuko Tanaka",,
313,Hirokazu Kore-eda,"Yuya Yagira, Ayu Kitaura, Hiei Kimura, Momoko Shimizu, Hanae Kan",,
314,Bryan Singer,"Rami Malek, Gwilym Lee, Ben Hardy, Joseph Mazzello, Lucy Boynton",52000000,918355943
315,Federico Fellini,"Giulietta Masina, François Périer, Franca Marzi, Amedeo Nazzari, Aldo Silvani",,752045
316,Matthew López,"Taylor Zakhar Perez, Nicholas Galitzine, Uma Thurman, Clifton Collins Jr., Rachel Hilson",,
317,Eva Longoria,"Jesse Garcia, Annie Gonzalez, Emilio Rivera, Vanessa Martinez, Dennis Haysbert",,
318,Lee Hae-jun,"Jung Jae-young, Jung Ryeo-won, Yang Mi-kyung, Lee Sang-hun, Jang So-yeon",,
319,Alfred Hitchcock,"Cary Grant, Eva Marie Saint, James Mason, Jessie Royce Landis, Leo G. Carroll",4000000,13275000
320,Kenji Mizoguchi,"Machiko Kyō, Mitsuko Mito, Kinuyo Tanaka, Masayuki Mori, Eitarō Ozawa",,
321,Steven Spielberg,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye",52000000,352114312
322,Satyajit Ray,"Subir Banerjee, Uma Das Gupta, Karuna Banerjee, Kanu Bannerjee, Chunibala Devi",,536364
323,Hayao Miyazaki,"Keiko Yokozawa, Mayumi Tanaka, Minori Terada, Kotoe Hatsui, Fujio Tokita",3000000,5228752
324,Charlie Chaplin,"Charlie Chaplin, Al Ernest Garcia, Merna Kennedy, Harry Crocker, George Davis",9000000,
325,Richard Linklater,"Ethan Hawke, Julie Delpy, Andrea Eckert, Hanno Pöschl, Karl Bruckschwaiger",2500000,5987386
326,Quentin Tarantino,"Uma Thurman, Lucy Liu, Vivica A. Fox, Daryl Hannah, David Carradine",30000000,180906076
327,Jang Hang-jun,"Kang Ha-neul, Kim Moo-yul, Moon Sung-keun, Na Young-hee, Nam Myung-ryeol",,9968972
328,John Lasseter,"Tom Hanks, Tim Allen, Don Rickles, Jim Varney, Wallace Shawn",30000000,394436586
329,Alan Parker,"Bob Geldof, Christine Hargreaves, James Laurenson, Eleanor David, Kevin McKeon",12000000,22244207
330,James Gunn,"Chris Pratt, Zoe Saldaña, Dave Bautista, Karen Gillan, Pom Klementieff",250000000,845600000
331,Mamoru Hosoda,"Koji Yakusho, Aoi Miyazaki, Shota Sometani, Suzu Hirose, Lily Franky",,49714378
332,John Huston,"Humphrey Bogart, Walter Huston, Tim Holt, Bruce Bennett, Barton MacLane",3800000,4307000
333,Andrei Tarkovsky,"Margarita Terekhova, Ignat Daniltsev, Larisa Tarkovskaya, Alla Demidova, Anatoliy Solonitsyn",825370,119266
334,Danny Boyle,"Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Kevin McKidd, Robert Carlyle",4000000,72000000
335,Nacho G. Velilla,"Omar Chaparro, Martha Higareda, Carla Adell, Fernanda Castillo, Regina Pavón",5000000,26500000
336,Rosana Sullivan,N/A,,
337,Massimo Venier,"Aldo Baglio, Giovanni Storti, Giacomo Poretti, Marina Massironi, Carlo Croccolo",,
338,Pete Docter,"Ed Asner, Christopher Plummer, Jordan Nagai, Bob Peterson, Delroy Lindo",175000000,735099082
339,Clyde Bruckman,"Buster Keaton, Marion Mack, Glen Cavender, Jim Farley, Frederick Vroom",750000,1000000
340,Arturo Brachetti,"Aldo Baglio, Giovanni Storti, Giacomo Poretti, Marina Massironi",,
341,Makoto Shinkai,"Nanoka Hara, Hokuto Matsumura, Eri Fukatsu, Shota Sometani, Sairi Ito",,323638107
342,Jon Watts,"Tom Holland, Zendaya, Benedict Cumberbatch, Jacob Batalon, Jamie Foxx",200000000,1921847111
343,Luis Buñuel,"Silvia Pinal, Enrique Rambal, Jacqueline Andere, José Baviera, Augusto Benedico",,
344,M. Night Shyamalan,"Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams, Trevor Morgan",40000000,672800000
345,Clint Eastwood,"Clint Eastwood, Hilary Swank, Morgan Freeman, Jay Baruchel, Mike Colter",30000000,216763646
346,Emeric Pressburger,"Moira Shearer, Anton Walbrook, Marius Goring, Léonide Massine, Robert Helpmann",500000,
347,Ilya Naishuller,"Bob Odenkirk, Aleksey Serebryakov, Connie Nielsen, Christopher Lloyd, Michael Ironside",17000000,61779301
348,Akira Kurosawa,"Yuriy Solomin, Maksim Munzuk, Mikhail Bychkov, B. Khorulev, Vladimir Kremena",4000000,
349,Steven Spielberg,"Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough, Bob Peck",63000000,920100000
350,Mikhail Kalatozov,"Tatyana Samoylova, Aleksey Batalov, Vasili Merkuryev, Aleksandr Shvorin, Svetlana Kharitonova",,
351,Robert Bresson,"François Leterrier, Charles Le Clainche, Maurice Beerblock, Roland Monod, Jacques Ertaud",,
352,John Sturges,"Steve McQueen, James Garner, Richard Attenborough, James Donald, Charles Bronson",4000000,11700000
353,Hiromasa Yonebayashi,"Sara Takatsuki, Kasumi Arimura, Nanako Matsushima, Susumu Terajima, Toshie Negishi",,34949567
354,Daniel Ribeiro,"Ghilherme Lobo, Fábio Audi, Tess Amorim, Lúcia Romano, Eucir de Souza",,1207841
355,Chen Kaige,"Leslie Cheung, Zhang Fengyi, Gong Li, Lü Qi, Ying Da",4000000,6400000
356,Brad Bird,"Vin Diesel, Eli Marienthal, Jennifer Aniston, Harry Connick Jr., James Gammon",50000000,23300000
357,Yoshifumi Kondo,"Yoko Honna, Issey Takahashi, Takashi Tachibana, Shigeru Muroi, Minami Takayama",,
358,Alfred Hitchcock,"John Dall, Farley Granger, James Stewart, Joan Chandler, Douglas Dick",1500000,2200000
359,James Cameron,"Sigourney Weaver, Carrie Henn, Michael Biehn, Paul Reiser, Lance Henriksen",18500000,183316455
360,Akira Kurosawa,"Toshirō Mifune, Minoru Chiaki, Kamatari Fujiwara, Misa Uehara, Susumu Fujita",,
361,Zhang Yimou,"Gong Li, Ma Jingwu, He Saifei, Cao Cuifen, Kong Lin",1000000,16600000
362,Akira Kurosawa,"Toshirō Mifune, Minoru Chiaki, Kamatari Fujiwara, Misa Uehara, Susumu Fujita",,
363,Michelangelo Antonioni,"Marcello Mastroianni, Jeanne Moreau, Monica Vitti, Bernhard Wicki, Rosy Mazzacurati",,
364,Ethan Coen,"Javier Bardem, Tommy Lee Jones, Josh Brolin, Woody Harrelson, Kelly Macdonald",25000000,171627166
365,Katsuhiro Otomo,"Mitsuo Iwata, Nozomu Sasaki, Mami Koyama, Tessyo Genda, Koichi Kitamura",5700000,49000000
366,Peter Horton,"Joseph Mazzello, Brad Renfro, Annabella Sciorra, Diana Scarwid, Bruce Davison",,2568235
367,Victor Fleming,"Vivien Leigh, Clark Gable, Olivia de Havilland, Leslie Howard, Hattie McDaniel",4000000,402352579
368,Mel Gibson,"Mel Gibson, Catherine McCormack, Sophie Marceau, Patrick McGoohan, Angus Macfadyen",72000000,213200000
369,Steve McQueen,"Chiwetel Ejiofor, Michael Fassbender, Lupita Nyong'o, Benedict Cumberbatch, Paul Dano",20000000,187000000
370,Ridley Scott,"Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos, M. Emmet Walsh",28000000,41722424
371,Ingmar Bergman,"Liv Ullmann, Ingrid Thulin, Kari Sylwan, Harriet Andersson, Erland Josephson",400000,
372,Hayao Miyazaki,"Sumi Shimamoto, Ichiro Nagai, Gorō Naya, Youji Matsuda, Yoshiko Sakakibara",1000000,9016411
373,Amma Asante,"Amandla Stenberg, George MacKay, Abbie Cornish, Christopher Eccleston, Tom Sweet",,128269
374,Akira Kurosawa,"Toshirō Mifune, Tatsuya Nakadai, Keiju Kobayashi, Yūzō Kayama, Reiko Dan",,
375,Siân Heder,"Emilia Jones, Marlee Matlin, Troy Kotsur, Eugenio Derbez, Ferdia Walsh-Peelo",10000000,1905058
376,Jean-Pierre Melville,"Lino Ventura, Paul Meurisse, Jean-Pierre Cassel, Simone Signoret, Claude Mann",,906133
377,Thea Sharrock,"Emilia Clarke, Sam Claflin, Janet McTeer, Charles Dance, Brendan Coyle",20000000,207945075
378,Martin Scorsese,"Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent, Nicholas Colasanto",18000000,23380203
379,Jean-Marc Vallée,"Matthew McConaughey, Jennifer Garner, Jared Leto, Denis O'Hare, Steve Zahn",5000000,55736588
380,Leonid Gaidai,"Aleksandr Demyanenko, Yuriy Yakovlev, Leonid Kuravlyov, Mikhail Pugovkin, Vladimir Etush",,
381,Michael Radford,"Massimo Troisi, Philippe Noiret, Maria Grazia Cucinotta, Renato Scarpa, Linda Moretti",3000000,33000000
382,Gérard Oury,"Bourvil, Louis de Funès, Terry-Thomas, Claudio Brook, Mike Marshall",,
383,Akira Kurosawa,"Toshirō Mifune, Isuzu Yamada, Takashi Shimura, Akira Kubo, Hiroshi Tachikawa",,13422
384,Robert Wiene,"Werner Krauß, Conrad Veidt, Friedrich Fehér, Lil Dagover, Hans Heinrich von Twardowski",18000,8811
385,Steven Spielberg,"Harrison Ford, Karen Allen, Paul Freeman, John Rhys-Davies, Ronald Lacey",18000000,389925971
386,Don Hertzfeldt,"Don Hertzfeldt, Sara Cushman",,
387,Elia Kazan,"Marlon Brando, Karl Malden, Lee J. Cobb, Eva Marie Saint, Rod Steiger",910000,960000
388,Mamoru Oshii,"Atsuko Tanaka, Akio Otsuka, Iemasa Kayumi, Koichi Yamadera, Yutaka Nakano",3000000,10000000
389,Kenji Nagasaki,"Daiki Yamashita, Kenta Miyake, Mirai Shida, Namase Katsuhisa, Nobuhiko Okamoto",12000000,27507549
390,Georges Méliès,"Georges Méliès, Bleuette Bernon, François Lallement, Henri Delannoy, Victor André",,
391,Richard Curtis,"Domhnall Gleeson, Rachel McAdams, Bill Nighy, Tom Hollander, Margot Robbie",12000000,87100449
392,Krzysztof Kieślowski,"Irène Jacob, Jean-Louis Trintignant, Frédérique Feder, Jean-Pierre Lorit, Samuel Le Bihan",,
393,Andaç Haznedaroğlu,"Engin Altan Düzyatan, Belçim Bilgin, Gülizar Nisa Uray, Selim Erdoğan, Erdem Baş",,
394,Carol Reed,"Joseph Cotten, Alida Valli, Trevor Howard, Orson Welles, Paul Hörbiger",,1226098
395,Michael Mann,"Al Pacino, Robert De Niro, Val Kilmer, Jon Voight, Tom Sizemore",60000000,187400000
396,Domingo González,"Nicole Wallace, Gabriel Guevara, Marta Hazas, Iván Sánchez, Eva Ruiz",,
397,Abbas Kiarostami,"Babek Ahmed Poor, Ahmed Ahmed Poor, Kheda Barech Defai, Iran Outari, Ait Ansari",,
398,Majid Majidi,"Amir Farrokh Hashemian, Bahare Seddiqi, Nafise Jafar-Mohammadi, Reza Naji, Fereshte Sarabandi",180000,925402
399,Robert Aldrich,"Bette Davis, Joan Crawford, Victor Buono, Wesley Addy, Julie Allred",980000,
400,Richard LaGravenese,"Hilary Swank, Patrick Dempsey, Scott Glenn, Imelda Staunton, April Hernandez Castillo",21000000,43095175
401,Jay Oliva,"Peter Weller, Ariel Winter, David Selby, Michael Emerson, Mark Valley",3500000,
402,Robert Aldrich,"Bette Davis, Joan Crawford, Victor Buono, Wesley Addy, Julie Allred",980000,
403,Abbas Kiarostami,"Hossain Sabzian, Monoochehr Ahankhah, Mahrokh Ahankhah, Abolfazl Ahankhah, Mehrdad Ahankhah",,
404,Chris Columbus,"Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Harris, Tom Felton",125000000,976475550
405,Jean-Pierre Jeunet,"Audrey Tautou, Mathieu Kassovitz, Rufus, Lorella Cravotta, Serge Merlin",10000000,173921954
406,Clint Eastwood,"Clint Eastwood, Gene Hackman, Morgan Freeman, Richard Harris, Jaimz Woolvett",14400000,159157447
407,Roman Polanski,"Jack Nicholson, Faye Dunaway, John Huston, Perry Lopez, John Hillerman",6000000,30000000
408,Federico Fellini,"Anthony Quinn, Giulietta Masina, Richard Basehart, Aldo Silvani, Marcella Rovere",,
409,Yang Yu,"Lü Yanting, Joseph, Han Mo, Chen Hao, Lü Qi",20000000,742500000
410,Pete Docter,"Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black",175000000,857611174
411,Charlie Chaplin,"Charlie Chaplin, Claire Bloom, Nigel Bruce, Buster Keaton, Sydney Chaplin",900000,1000000
412,Federico Fellini,"Bruno Zanin, Armando Brancia, Pupella Maggio, Giuseppe Ianigro, Nando Orfei",,
413,Chiwetel Ejiofor,"Maxwell Simba, Chiwetel Ejiofor, Aïssa Maïga, Lily Banda, Joseph Marcell",,
414,Sunao Katabuchi,"Non, Yoshimasa Hosoya, Natsuki Inaba, Minori Omi, Daisuke Ono",,19496308
415,Tony Bancroft,"Ming-Na Wen, Eddie Murphy, BD Wong, Miguel Ferrer, Harvey Fierstein",90000000,304320254
416,Pietro Germi,"Marcello Mastroianni, Daniela Rocca, Stefania Sandrelli, Leopoldo Trieste, Odoardo Spadaro",,
417,Nitesh Tiwari,"Aamir Khan, Fatima Sana Shaikh, Sanya Malhotra, Zaira Wasim, Suhani Bhatnagar",10400000,311000000
418,Matt Ross,"Viggo Mortensen, George MacKay, Samantha Isler, Annalise Basso, Nicholas Hamilton",5000000,23123592
