id,title,genres,language,user_score,runtime_hour,runtime_min,release_date,vote_count
329,Pink Floyd: The Wall,"Music, Drama",en,8,1,35,1982-07-14,1479
330,Guardians of the Galaxy Vol. 3,"Science Fiction, Adventure, Action",en,8,2,30,2023-05-03,6811
331,The Boy and the Beast,"Action, Adventure, Animation, Drama, Family, Fantasy",ja,8,1,59,2015-07-11,1458
332,The Treasure of the Sierra Madre,"Adventure, Drama, Western",en,8,2,6,1948-01-15,1184
333,Mirror,"Drama, History",ru,8,1,47,1975-03-07,940
334,Trainspotting,"Drama, Crime",en,8,1,34,1996-02-23,9584
335,No Manches Frida 2: Paradise Lost,Comedy,es,8,1,42,2019-03-15,866
336,Kitbull,"Animation, Family, Drama",en,8,0,9,2019-01-18,365
337,Three Men and a Leg,Comedy,it,8,1,38,1997-12-27,2058
338,Up,"Animation, Comedy, Family, Adventure",en,8,1,36,2009-05-28,20128
339,The General,"Comedy, Action, Adventure, War",en,8,1,19,1926-12-25,1230
340,Tel chi el telùn,Comedy,it,8,2,0,1999-05-12,319
341,Suzume,"Animation, Drama, Adventure, Fantasy",ja,8,2,1,2022-11-11,1294
342,Spider-Man: No Way Home,"Action, Adventure, Science Fiction",en,8,2,28,2021-12-15,20069
343,The Exterminating Angel,"Comedy, Drama, Fantasy",es,8,1,33,1962-05-16,653
344,The Sixth Sense,"Mystery, Thriller, Drama",en,8,1,47,1999-08-06,11652
345,Million Dollar Baby,Drama,en,8,2,12,2004-12-15,9487
346,The Red Shoes,"Drama, Romance",en,8,2,13,1948-09-06,652
347,Nobody,"Action, Thriller",en,8,1,32,2021-03-18,7028
348,Dersu Uzala,"Action, Adventure, Drama",ru,8,2,21,1975-08-02,528
349,Jurassic Park,"Adventure, Science Fiction",en,8,2,7,1993-06-11,16218
350,The Cranes Are Flying,"Drama, Romance, War",ru,8,1,37,1957-10-12,374
351,A Man Escaped,"Drama, Thriller",fr,8,1,41,1956-11-11,524
352,The Great Escape,"Adventure, Drama, War",en,8,2,53,1963-07-03,2515
353,When Marnie Was There,"Animation, Drama, Family, Mystery",ja,8,1,43,2014-07-19,1775
354,The Way He Looks,"Drama, Romance",pt,8,1,36,2014-04-10,933
355,Farewell My Concubine,Drama,zh,8,2,51,1993-01-01,571
356,The Iron Giant,"Family, Animation, Science Fiction, Adventure",en,7.9,1,26,1999-08-06,5563
357,Whisper of the Heart,"Animation, Drama, Family",ja,7.9,1,51,1995-07-15,1971
358,Rope,"Thriller, Crime, Drama",en,7.9,1,21,1948-03-11,2675
359,Aliens,"Action, Thriller, Science Fiction",en,7.9,2,17,1986-07-18,9697
360,The Hidden Fortress,"Drama, Action, Adventure",ja,7.9,2,19,1958-12-28,609
361,Raise the Red Lantern,Drama,zh,7.9,2,5,1991-12-18,702
362,The Hidden Fortress,"Drama, Action, Adventure",ja,7.9,2,19,1958-12-28,609
363,La Notte,"Drama, Romance",it,7.9,2,2,1961-01-24,664
364,No Country for Old Men,"Crime, Drama, Thriller",en,7.9,2,2,2007-06-13,11926
365,Akira,"Animation, Science Fiction, Action",ja,7.9,2,4,1988-06-10,4183
366,The Cure,"Drama, Family",en,7.9,1,37,1995-04-21,301
367,Gone with the Wind,"Drama, War, Romance",en,7.9,3,53,1939-03-12,3995
368,Braveheart,"Action, Drama, History, War",en,7.9,2,57,1995-05-24,10068
369,12 Years a Slave,"Drama, History",en,7.9,2,14,2013-10-18,11193
370,Blade Runner,"Science Fiction, Drama, Thriller",en,7.9,1,58,1982-06-25,13708
371,Cries and Whispers,Drama,sv,7.9,1,35,1972-12-21,678
372,Nausicaä of the Valley of the Wind,"Adventure, Animation, Fantasy",ja,7.9,1,57,1984-03-11,3542
373,Where Hands Touch,"War, Drama, Romance",en,7.9,2,2,2018-09-14,511
374,Sanjuro,"Drama, Action, Comedy",ja,7.9,1,36,1962-01-01,596
375,CODA,"Drama, Music, Romance",en,7.9,1,52,2021-08-13,2208
376,Army of Shadows,"War, History, Thriller",fr,7.9,2,25,1969-09-10,635
377,Me Before You,"Drama, Romance",en,7.9,1,50,2016-06-01,12337
378,Raging Bull,Drama,en,7.9,2,9,1980-11-14,4284
379,Dallas Buyers Club,"Drama, History",en,7.9,1,57,2013-11-01,8408
380,Ivan Vasilyevich Changes His Profession,"Comedy, Science Fiction",ru,7.9,1,33,1973-09-17,347
381,The Postman,"Comedy, Drama, Romance",it,7.9,1,49,1994-04-07,1130
382,Don't Look Now... We're Being Shot At!,"Comedy, War",fr,7.9,2,12,1966-12-08,1319
383,Throne of Blood,"Drama, History",ja,7.9,1,48,1957-01-15,840
384,The Cabinet of Dr. Caligari,"Drama, Horror, Thriller, Crime",de,7.9,1,18,1920-02-27,1567
385,Raiders of the Lost Ark,"Adventure, Action",en,7.9,1,55,1981-06-12,12351
386,It's Such a Beautiful Day,"Animation, Comedy",en,7.9,1,2,2012-08-24,319
387,On the Waterfront,"Crime, Drama, Romance",en,7.9,1,48,1954-06-22,1554
388,Ghost in the Shell,"Action, Animation, Science Fiction",ja,7.9,1,23,1995-11-18,3362
389,My Hero Academia: Two Heroes,"Animation, Action, Adventure, Fantasy",ja,7.9,1,36,2018-08-03,996
390,A Trip to the Moon,"Adventure, Science Fiction",fr,7.9,0,15,1902-06-21,1773
391,About Time,"Drama, Romance, Fantasy",en,7.9,2,3,2013-09-04,8451
392,Three Colors: Red,"Drama, Mystery, Romance",fr,7.9,1,40,1994-05-12,1369
393,My Father's Violin,"Drama, Music",tr,7.9,1,52,2022-01-21,327
394,The Third Man,"Thriller, Mystery",en,7.9,1,45,1949-08-31,1843
395,Heat,"Action, Crime, Drama",en,7.9,2,50,1995-12-15,7254
396,My Fault,"Romance, Drama",es,7.9,1,57,2023-06-08,3033
397,Where Is The Friend's House?,"Drama, Family",fa,7.9,1,23,1987-07-01,351
398,Children of Heaven,"Drama, Family",fa,7.9,1,29,1997-08-01,616
399,What Ever Happened to Baby Jane?,"Thriller, Drama, Horror",en,7.9,2,15,1962-10-31,1031
400,Freedom Writers,"Crime, Drama",en,7.9,2,3,2007-01-05,2166
401,"Batman: The Dark Knight Returns, Part 2","Science Fiction, Action, Animation, Mystery",en,7.9,1,18,2013-01-03,1463
402,What Ever Happened to Baby Jane?,"Thriller, Drama, Horror",en,7.9,2,15,1962-10-31,1031
403,Close-Up,"Crime, Drama",fa,7.9,1,38,1990-05-09,371
404,Harry Potter and the Philosopher's Stone,"Adventure, Fantasy",en,7.9,2,32,2001-11-16,27315
405,Amélie,"Comedy, Romance",fr,7.9,2,2,2001-04-25,11456
406,Unforgiven,Western,en,7.9,2,10,1992-08-07,4369
407,Chinatown,"Crime, Drama, Mystery, Thriller",en,7.9,2,10,1974-06-20,3789
408,La Strada,Drama,it,7.9,1,55,1954-09-23,1053
409,Ne Zha,"Animation, Fantasy, Adventure",zh,7.9,1,50,2019-07-26,397
410,Inside Out,"Animation, Family, Adventure, Drama, Comedy",en,7.9,1,35,2015-06-17,21888
411,Limelight,"Romance, Drama, Music",en,7.9,2,17,1952-10-23,517
412,Amarcord,"Comedy, Drama",it,7.9,2,3,1973-12-18,1092
413,The Boy Who Harnessed the Wind,"Drama, History",en,7.9,1,53,2019-02-14,1656
414,In This Corner of the World,"Drama, Animation, Romance, War, History",ja,7.9,2,10,2016-11-12,557
415,Mulan,"Animation, Family, Adventure",en,7.9,1,28,1998-06-18,9612
416,Divorce Italian Style,"Comedy, Crime",it,7.9,1,44,1961-12-20,456
417,Dangal,"Drama, Family, Comedy, Action",hi,7.9,2,41,2016-12-21,967
418,Captain Fantastic,"Adventure, Drama",en,7.9,1,58,2016-07-08,6353
419,Guardians of the Galaxy,"Action, Science Fiction, Adventure",en,7.9,2,1,2014-07-30,27930
420,Ordet,Drama,da,7.9,2,5,1955-01-09,359
421,Titanic,"Drama, Romance",en,7.9,3,14,1997-11-18,25271
422,Ron's Gone Wrong,"Animation, Science Fiction, Family, Comedy",en,7.9,1,47,2021-10-14,1836
423,A Separation,Drama,fa,7.9,2,3,2011-02-15,1709
424,La La Land,"Comedy, Drama, Romance, Music",en,7.9,2,9,2016-11-29,16758
425,Tokyo Godfathers,"Animation, Drama, Comedy",ja,7.9,1,33,2003-12-05,1250
426,In the Name of the Father,Drama,en,7.9,2,13,1993-12-12,1730
427,Diabolique,"Horror, Thriller, Mystery",fr,7.9,1,57,1955-01-29,954
428,Dragon Ball Super: Super Hero,"Animation, Science Fiction, Action",ja,7.9,1,39,2022-06-11,2814
429,The Mitchells vs. the Machines,"Animation, Adventure, Comedy",en,7.9,1,50,2021-04-22,2919
430,Bad Genius,"Drama, Crime, Thriller, Comedy",th,7.9,2,10,2017-05-03,778
431,The Pursuit of Happyness,Drama,en,7.9,1,57,2006-12-14,9786
432,Dragon Ball Super: Broly,"Action, Science Fiction, Animation",ja,7.9,1,39,2018-12-14,2891
433,Return of the Jedi,"Adventure, Action, Science Fiction",en,7.9,2,12,1983-05-25,15599
434,V for Vendetta,"Action, Thriller, Science Fiction",en,7.9,2,12,2006-02-23,14393
435,Persepolis,"Animation, Drama",fr,7.9,1,35,2007-06-27,1931
436,Nimona,"Adventure, Animation, Fantasy, Family, Action, Science Fiction",en,7.9,1,39,2023-06-23,1075
437,Thirteen Lives,"Drama, Thriller",en,7.9,2,27,2022-07-18,1244
438,"Remi, Nobody's Boy","Adventure, Family, Drama",fr,7.9,1,49,2018-12-12,413
439,Rebecca,"Mystery, Romance, Thriller, Drama",en,7.9,2,10,1940-03-23,1739
440,"Argentina, 1985","Drama, History, Crime",es,7.9,2,21,2022-09-29,616
441,"Argentina, 1985","Drama, History, Crime",es,7.9,2,21,2022-09-29,616
442,Miraculous World: Shanghai – The Legend of Ladydragon,"Animation, Fantasy, Action, TV Movie",fr,7.9,0,54,2021-05-15,635
443,Invisible Life,Drama,pt,7.9,2,20,2019-08-30,305
444,Gone Girl,"Mystery, Thriller, Drama",en,7.9,2,29,2014-10-01,18515
445,La Maison en Petits Cubes,Animation,ja,7.9,0,12,2008-06-10,430
446,Coraline,"Animation, Family, Fantasy",en,7.9,1,40,2009-02-05,8026
447,The Notebook,"Romance, Drama",en,7.9,2,3,2004-06-25,11465
448,Faust,"Fantasy, Drama, Horror",de,7.9,1,46,1926-10-13,345
449,Wish Dragon,"Animation, Family, Comedy, Fantasy",en,7.9,1,39,2021-01-15,1331
450,The Greatest Showman,Drama,en,7.9,1,45,2017-12-20,9364
451,Yi Yi,Drama,zh,7.9,2,54,2000-09-20,530
452,Regular Show: The Movie,"Animation, Comedy, Science Fiction, TV Movie, Adventure, Action",en,7.9,1,10,2015-09-01,372
453,Justice League: The Flashpoint Paradox,"Animation, Science Fiction, Action, Adventure",en,7.9,1,15,2013-07-30,1815
454,Love Hurts,"Drama, Romance",es,7.9,1,44,2002-11-08,304
455,El Infierno,"Action, Crime, Western, Comedy, Drama",es,7.9,2,28,2010-09-03,666
456,Mr. Smith Goes to Washington,"Comedy, Drama",en,7.9,2,9,1939-10-19,1036
457,Little Women,"Drama, Romance, History",en,7.9,2,15,2019-12-25,6219
458,Ben-Hur,"History, Drama, Adventure, Action",en,7.9,3,42,1959-11-18,2739
459,A Whisker Away,"Animation, Drama, Romance, Fantasy",ja,7.9,1,44,2020-06-18,1368
460,Finch,"Science Fiction, Drama, Adventure",en,7.9,1,55,2021-11-04,3473
461,Mamma Roma,Drama,it,7.9,1,50,1962-09-22,403
462,The Battle of Algiers,"Drama, War, History",it,7.9,2,1,1966-09-08,759
463,Young Frankenstein,Comedy,en,7.9,1,46,1974-12-15,3092
464,La Jetée,"Romance, Science Fiction",fr,7.9,0,28,1962-02-16,883
465,Kill Bill: Vol. 2,"Action, Crime, Thriller",en,7.9,2,16,2004-04-16,13802
466,Roman Holiday,"Romance, Comedy, Drama",en,7.9,1,59,1953-08-26,2022
467,Dancer in the Dark,"Drama, Crime",en,7.9,2,20,2000-09-01,1777
468,Just Mercy,"Drama, Crime, History",en,7.9,2,17,2019-12-25,2217
469,Winter Light,Drama,sv,7.9,1,20,1963-02-11,441
470,The Night of the Hunter,"Crime, Drama, Thriller",en,7.9,1,33,1955-08-26,1592
471,I'm No Longer Here,Drama,es,7.9,1,52,2019-10-21,485
472,Vincent,"Animation, Fantasy",en,7.9,0,6,1982-10-01,847
473,Wild Tales,"Drama, Thriller, Comedy",es,7.9,2,2,2014-08-21,3351
474,Sing Street,"Romance, Drama, Music",en,7.9,1,45,2016-03-11,2260
475,The Cameraman,"Comedy, Romance",en,7.9,1,14,1928-09-10,365
476,Umberto D.,Drama,it,7.9,1,31,1952-01-20,665
477,Perfect Strangers,"Comedy, Drama",it,7.9,1,37,2016-02-11,4344
478,We Are the Nobles,Comedy,es,7.9,1,48,2013-03-28,493
479,Werckmeister Harmonies,Drama,hu,7.9,2,19,2001-02-01,326
480,A Bronx Tale,"Drama, Crime",en,7.9,2,1,1993-10-01,2452
481,Sing 2,"Animation, Family, Music, Comedy",en,7.9,1,50,2021-11-27,4364
482,Paper Moon,"Comedy, Crime, Drama",en,7.9,1,42,1973-05-09,705
483,Redeeming Love,"Romance, Drama, Western",en,7.9,2,14,2022-01-21,525
484,Downfall,"Drama, History, War",de,7.9,2,35,2004-09-16,3810
485,Fargo,"Crime, Drama, Thriller",en,7.9,1,38,1996-03-08,8009
486,An Egg Rescue,"Animation, Comedy, Adventure, Family",es,7.9,1,29,2021-08-12,406
487,A Beautiful Mind,"Drama, Romance",en,7.9,2,15,2001-12-14,10126
488,My Way,"Drama, Action, History, War",ko,7.9,2,17,2011-12-21,378
489,Her,"Romance, Science Fiction, Drama",en,7.9,2,6,2013-12-18,14188
490,Stand by Me,"Crime, Drama",en,7.9,1,29,1986-08-08,5829
491,Shoplifters,"Drama, Crime, Thriller",ja,7.9,2,0,2018-06-02,2028
492,Isle of Dogs,"Adventure, Comedy, Animation",en,7.9,1,41,2018-03-23,4851
493,The Breadwinner,"Animation, War, Drama, Family",en,7.9,1,34,2017-11-17,824
494,The Theory of Everything,"Drama, Romance",en,7.9,2,3,2014-11-26,10476
495,Tampopo,Comedy,ja,7.9,1,55,1985-11-23,347
496,Indiana Jones and the Last Crusade,"Adventure, Action",en,7.9,2,7,1989-05-24,10052
497,Mary and Max,"Animation, Comedy, Drama",en,7.8,1,32,2009-04-09,1954
498,Departures,Drama,ja,7.8,2,10,2008-09-13,821
499,Sunrise: A Song of Two Humans,"Drama, Romance",en,7.8,1,34,1927-11-04,794
500,Dances with Wolves,"Adventure, Drama, Western",en,7.8,3,1,1990-03-30,4192
501,Warrior,"Drama, Action",en,7.8,2,20,2011-09-09,4512
502,Knives Out,"Comedy, Crime, Mystery",en,7.8,2,11,2019-11-27,12305
503,Raya and the Last Dragon,"Animation, Family, Fantasy, Action, Adventure",en,7.8,1,47,2021-03-03,6748
504,See You Up There,"Drama, Crime, War",fr,7.8,1,53,2017-10-25,1265
505,Sherlock: The Abominable Bride,"Crime, Drama, Mystery",en,7.8,1,30,2016-01-01,2232
506,Ivan's Childhood,"Drama, War",ru,7.8,1,35,1962-05-09,720
507,Sunrise: A Song of Two Humans,"Drama, Romance",en,7.8,1,34,1927-11-04,794
508,The Whale,Drama,en,7.8,1,57,2022-12-09,3807
509,Close to the Horizon,"Romance, Drama",de,7.8,1,57,2019-10-10,481
510,"Monsters, Inc.","Animation, Comedy, Family",en,7.8,1,32,2001-11-01,18366
511,Ace in the Hole,Drama,en,7.8,1,51,1951-06-29,652
512,Nostalgia,"Drama, Romance",ru,7.8,2,4,1983-05-01,524
513,The Big Lebowski,"Comedy, Crime",en,7.8,1,57,1998-03-06,11115
514,Grand Illusion,"Drama, History, War",fr,7.8,1,54,1937-06-04,678
515,Joint Security Area,"War, Drama, Thriller, Mystery",ko,7.8,1,48,2000-09-09,693
516,The Grapes of Wrath,Drama,en,7.8,2,9,1940-03-15,966
517,The Nightmare Before Christmas,"Fantasy, Animation, Family",en,7.8,1,16,1993-10-09,9472
518,Dog Day Afternoon,"Crime, Drama, Thriller",en,7.8,2,5,1975-09-21,2937
519,A Fistful of Dollars,Western,it,7.8,1,39,1964-09-12,4192
520,Charm City Kings,Drama,en,7.8,2,5,2020-01-27,468
521,The Boy in the Striped Pyjamas,"Drama, War, History",en,7.8,1,34,2008-05-07,7097
522,The Specials,"Comedy, Drama",fr,7.8,1,54,2019-10-23,901
523,Mulholland Dr.,"Thriller, TV Movie, Drama, Mystery",en,7.8,1,28,1999-01-01,478
524,Papillon,"Crime, Drama",en,7.8,2,31,1973-12-16,1883
525,Two Women,"Drama, War",it,7.8,1,40,1960-12-22,528
526,Carlito's Way,"Crime, Drama, Thriller",en,7.8,2,24,1993-11-10,3118
527,Anatomy of a Murder,"Crime, Drama, Mystery",en,7.8,2,41,1959-07-01,952
528,"Love, Rosie","Romance, Drama, Comedy",en,7.8,1,42,2014-10-16,6170
529,The Bridge on the River Kwai,"Drama, History, War",en,7.8,2,41,1957-10-11,2073
530,Rosemary's Baby,"Drama, Horror, Thriller",en,7.8,2,18,1968-06-12,3879
531,All My Life,"Romance, Drama",en,7.8,1,33,2020-10-23,479
532,The Marquis of Grillo,Comedy,it,7.8,2,15,1981-12-23,457
533,How to Train Your Dragon,"Fantasy, Adventure, Animation, Family",en,7.8,1,38,2010-03-18,12933
534,War Room,Drama,en,7.8,2,0,2015-08-28,514
535,World of Tomorrow,"Animation, Drama, Science Fiction",en,7.8,0,17,2015-01-22,319
536,Us Again,"Animation, Drama, Family",en,7.8,0,7,2021-03-03,314
537,The Best Offer,"Drama, Romance, Crime",it,7.8,2,11,2013-01-01,2812
538,Millennium Actress,"Animation, Drama, Romance, Fantasy",ja,7.8,1,27,2002-09-14,839
539,The Virgin Spring,"Drama, History",sv,7.8,1,30,1960-02-08,606
540,The Summit of the Gods,"Animation, Adventure, Mystery",fr,7.8,1,35,2021-09-22,339
541,A Bag of Marbles,"War, Drama",fr,7.8,1,53,2017-01-18,845
542,1900,"Drama, History",it,7.8,5,16,1976-08-28,615
543,La luna,"Animation, Family",en,7.8,0,7,2012-02-10,788
544,Kiki's Delivery Service,"Animation, Family, Fantasy",ja,7.8,1,43,1989-07-29,4025
545,Ratatouille,"Animation, Comedy, Family, Fantasy",en,7.8,1,51,2007-06-21,16961
546,The First Slam Dunk,"Animation, Comedy, Drama",ja,7.8,2,5,2022-12-03,387
547,Logan,"Action, Drama, Science Fiction",en,7.8,2,17,2017-02-28,19174
548,The Working Class Goes to Heaven,Drama,it,7.8,1,53,1971-09-17,336
549,To Be or Not to Be,"Comedy, War, Romance",en,7.8,1,39,1942-03-05,715
550,Io Capitano,"Adventure, Drama",it,7.8,2,1,2023-09-07,642
551,Emancipation,"Drama, War, History",en,7.8,2,12,2022-12-02,1114
552,Fantozzi: White Collar Blues,Comedy,it,7.8,1,48,1975-03-27,819
553,It Happened One Night,"Comedy, Romance",en,7.8,1,45,1934-02-22,1236
554,One Life,"History, Drama",en,7.8,1,49,2023-12-21,618
555,We Bare Bears: The Movie,"Animation, Adventure, Family, Comedy, TV Movie",en,7.8,1,9,2020-06-30,805
556,Gran Turismo,"Adventure, Action, Drama",en,7.8,2,15,2023-08-09,2659
557,The Shadow in My Eye,"War, Drama, History",da,7.8,1,47,2021-10-28,481
558,Infernal Affairs,"Drama, Action, Thriller, Crime, Mystery",cn,7.8,1,40,2002-12-12,1618
559,Z,"Thriller, Crime, Drama",fr,7.8,2,7,1969-02-26,526
560,Finding Nemo,"Animation, Family",en,7.8,1,40,2003-05-30,19171
561,The Witch: Part 1. The Subversion,"Action, Mystery, Science Fiction",ko,7.8,2,5,2018-06-27,548
562,Luca,"Animation, Comedy, Fantasy, Adventure, Family",en,7.8,1,35,2021-06-17,8287
563,Spotlight,"Drama, History",en,7.8,2,9,2015-11-06,8171
564,Before Sunset,"Drama, Romance",en,7.8,1,20,2004-06-16,3351
565,Bajrangi Bhaijaan,"Comedy, Drama, Action",hi,7.8,2,39,2015-07-17,471
566,Mr. Nobody,"Science Fiction, Drama, Romance",en,7.8,2,21,2009-11-06,5796
567,Solaris,"Drama, Science Fiction, Mystery",ru,7.8,2,47,1972-03-20,1581
568,The Phantom Carriage,"Drama, Fantasy, Horror",sv,7.8,1,46,1921-01-01,312
569,Elite Squad: The Enemy Within,"Drama, Action, Crime",pt,7.8,1,55,2010-10-08,1832
570,Network,Drama,en,7.8,2,2,1976-11-14,1708
571,My Life as a Zucchini,"Animation, Comedy, Drama, Family, Romance",fr,7.8,1,6,2016-09-22,1342
572,One Hundred Steps,"Drama, History",it,7.8,1,54,2000-09-01,654
573,Fail Safe,"Thriller, Drama, War",en,7.8,1,52,1964-10-07,388
574,Harry Potter and the Goblet of Fire,"Adventure, Fantasy",en,7.8,2,37,2005-11-16,20575
575,Snatch,"Crime, Comedy",en,7.8,1,43,2000-09-01,8972
576,Words on Bathroom Walls,"Drama, Romance",en,7.8,1,51,2020-08-21,598
577,Lisbela and the Prisoner,"Comedy, Romance",pt,7.8,1,46,2003-08-22,379
578,Gifted Hands: The Ben Carson Story,Drama,en,7.8,1,26,2009-02-07,659
579,"Spring, Summer, Fall, Winter... and Spring",Drama,ko,7.8,1,43,2003-09-19,1057
580,Mulholland Drive,"Thriller, Drama, Mystery",en,7.8,2,27,2001-06-06,6162
581,Paprika,"Animation, Science Fiction, Thriller",ja,7.8,1,30,2006-10-21,2406
582,A Moment to Remember,"Drama, Romance",ko,7.8,1,57,2004-11-05,314
583,Kagemusha,"Action, Drama, History, War",ja,7.8,3,0,1980-04-26,639
584,Fantastic Mr. Fox,"Adventure, Animation, Comedy, Family",en,7.8,1,27,2009-10-23,5383
585,Day for Night,"Comedy, Drama",fr,7.8,1,56,1973-05-24,583
586,Pirates of the Caribbean: The Curse of the Black Pearl,"Adventure, Fantasy, Action",en,7.8,2,23,2003-07-09,20533
587,Tod@s Caen,Comedy,es,7.8,2,0,2019-08-30,475
588,Midnight Sun,"Romance, Drama",en,7.8,1,31,2018-03-22,3392
589,"Spring, Summer, Fall, Winter... and Spring",Drama,ko,7.8,1,43,2003-09-19,1057
590,Into the Wild,"Adventure, Drama",en,7.8,2,28,2007-09-21,9468
591,Evangelion: 2.0 You Can (Not) Advance,"Animation, Science Fiction, Action, Drama",ja,7.8,1,52,2009-06-26,858
592,Rififi,"Crime, Thriller, Drama",fr,7.8,1,58,1955-04-13,548
593,Close,Drama,fr,7.8,1,44,2022-11-01,751
594,No Game No Life: Zero,"Adventure, Animation, Drama, Fantasy, Romance",ja,7.8,1,46,2017-07-15,386
595,I Saw the Devil,"Thriller, Horror",ko,7.8,2,24,2010-08-12,2544
596,Toy Story 3,"Animation, Family, Comedy",en,7.8,1,43,2010-06-16,14592
597,Polisse,"Drama, Thriller",fr,7.8,2,3,2011-10-06,1199
598,Monty Python and the Holy Grail,"Adventure, Comedy, Fantasy",en,7.8,1,31,1975-03-14,5753
599,Whiplash,"Drama, Music",en,7.8,0,18,2013-01-18,351
600,3-Iron,"Drama, Romance, Crime",ko,7.8,1,28,2004-10-15,1128
601,"The Gangster, the Cop, the Devil","Crime, Action, Thriller",ko,7.8,1,50,2019-05-15,1130
602,Land of Mine,"War, Drama, History",da,7.8,1,40,2015-12-03,1366
603,Brokeback Mountain,"Drama, Romance",en,7.8,2,14,2005-10-22,6916
604,3-Iron,"Drama, Romance, Crime",ko,7.8,1,28,2004-10-15,1128
605,The Wrong Trousers,"Animation, Comedy, Family",en,7.8,0,30,1993-12-17,979
606,Don't Be Bad,"Crime, Drama",it,7.8,1,40,2015-09-08,963
607,Porco Rosso,"Family, Comedy, Animation, Adventure",ja,7.8,1,33,1992-07-18,3260
608,L.A. Confidential,"Crime, Mystery, Thriller",en,7.8,2,18,1997-09-19,4887
609,The Promised Land,"Action, Drama, History",da,7.8,2,7,2023-10-05,305
610,The Perks of Being a Wallflower,Drama,en,7.8,1,43,2012-09-20,10397
611,Presto,"Animation, Family, Comedy",en,7.8,0,5,2008-06-27,987
612,Scent of a Woman,"Drama, Comedy",en,7.8,2,36,1992-12-23,3361
613,Freaks,"Drama, Horror",en,7.8,1,6,1932-01-01,1171
614,Die Hard,"Action, Thriller",en,7.8,2,12,1988-07-15,11058
615,The Dinner Game,Comedy,fr,7.8,1,20,1998-04-15,1877
616,Perfect Days,Drama,ja,7.8,2,4,2023-11-10,1148
617,Straight Outta Compton,"Drama, Music, History",en,7.8,2,27,2015-08-11,3855
618,The Last Laugh,Drama,de,7.8,1,30,1924-12-23,305
619,Rocky,Drama,en,7.8,2,0,1976-11-20,7812
620,The King of Comedy,"Drama, Comedy",en,7.8,1,49,1982-12-18,2267
621,God's Own Country,"Romance, Drama",en,7.8,1,45,2017-08-31,888
622,The Wind Rises,"Drama, Animation, Romance, War, History",ja,7.8,2,6,2013-07-20,2986
623,Arthur the King,"Adventure, Drama",en,7.8,1,47,2024-03-15,635
624,Dune,"Science Fiction, Adventure",en,7.8,2,35,2021-09-15,12616
625,Teen Titans: Trouble in Tokyo,"Animation, Action, Science Fiction, TV Movie",en,7.8,1,15,2006-09-15,391
626,Through a Glass Darkly,Drama,sv,7.8,1,31,1961-10-16,478
627,The Heist of the Century,"Comedy, Thriller, Crime",es,7.8,1,54,2020-01-16,776
